,Unnamed: 0.1,Unnamed: 0,Survived,Age,Fare,SibSp,Parch,male,female,Pclass_1,Pclass_2,Pclass_3,Embarked_S,Embarked_C,Embarked_Q
239,239,243,0,-0.5723083624193249,7.125,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
240,240,244,0,0.0229718858088018,7.225,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
241,241,245,0,1.0647123202080238,90.0,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
242,242,246,0,-0.3490782693337773,7.775,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
243,243,247,1,-0.4234883003622932,14.5,0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
244,244,248,1,0.5438421030084127,52.5542,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
245,245,249,0,1.8088126304931824,26.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
246,246,250,0,-0.0407549092628619,7.25,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
247,247,251,0,-0.0514381452197139,10.4625,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
248,248,252,0,2.404092878721309,26.55,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
249,249,253,0,0.0229718858088018,16.1,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
250,250,254,0,0.8414822271224761,20.2125,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
251,251,255,1,-0.0514381452197139,15.2458,0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
252,252,256,1,0.3626749374628414,79.2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
253,253,257,1,0.0229718858088018,86.5,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
254,254,259,1,1.5111725063791188,26.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
255,255,260,0,0.3936453374693172,7.75,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
256,256,261,1,-1.9860989519611256,31.3875,4,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
257,257,262,0,1.6599925684361505,79.65,1,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
258,258,263,0,0.7670721960939603,0.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
259,259,264,0,0.3936453374693172,7.75,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
260,260,265,0,0.4694320719798969,10.5,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
261,261,266,0,-1.01876854859042,39.6875,4,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
262,262,267,1,-0.3490782693337773,7.775,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
263,263,268,1,2.1064527546072456,153.4625,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
264,264,269,1,0.3950220409513811,135.6333,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
265,265,270,0,0.688631621718067,31.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
266,266,271,1,-0.3490782693337773,0.0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
267,267,272,1,0.8414822271224761,19.5,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
268,268,273,0,0.5438421030084127,29.7,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
269,269,274,1,0.3936453374693172,7.75,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
270,270,275,1,2.478502909749825,77.9583,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
271,271,276,0,1.1391223512365396,7.75,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
272,272,277,0,0.4194341928148725,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
273,273,278,0,-1.6884588278470625,29.125,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
274,274,279,1,0.3950220409513811,20.25,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
275,275,280,0,2.6273229718068563,7.75,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
276,276,281,0,-0.1258481762482298,7.8542,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
277,277,282,0,-1.01876854859042,9.5,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
278,278,283,1,-0.7955384555048725,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
279,279,284,0,2.1264566512820786,26.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
280,280,285,0,0.2462019788943494,8.6625,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
281,281,286,1,0.0229718858088018,9.5,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
282,282,287,0,-0.5723083624193249,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
283,283,288,1,0.915892258150992,13.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
284,284,289,1,-0.5723083624193249,7.75,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
285,285,290,1,-0.2746682383052615,78.85,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
286,286,291,1,-0.7955384555048725,91.0792,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
287,287,292,0,0.4694320719798969,12.875,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
288,288,293,0,-0.4234883003622932,8.85,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
289,289,294,0,-0.4234883003622932,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
290,290,295,0,0.826771589473081,27.7208,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
291,291,296,0,-0.4606933158765511,7.2292,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
292,292,297,0,-2.0605089829896417,151.55,1,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
293,293,298,1,0.9088763746951094,30.5,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
294,294,299,1,1.5111725063791188,247.5208,0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
295,295,300,1,0.3936453374693172,7.75,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
296,296,301,1,-0.4568487976067448,23.25,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
297,297,302,0,-0.7955384555048725,0.0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
298,298,303,1,0.9301630391018176,12.35,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
299,299,304,0,0.0634811258783985,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
300,300,305,1,-2.1408718165004386,151.55,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
301,301,306,1,-0.1202656522536854,110.8833,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
302,302,307,1,-0.944358517561904,108.9,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
303,303,308,0,0.0229718858088018,24.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
304,304,309,1,0.0229718858088018,56.9292,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
305,305,310,1,-0.4234883003622932,83.1583,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
306,306,311,1,-0.8699484865333883,262.375,2,2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
307,307,312,0,-0.2746682383052615,26.0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
308,308,313,0,-0.1258481762482298,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
309,309,314,0,0.9903022891795078,26.25,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
310,310,315,1,-0.2746682383052615,7.8542,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
311,311,316,1,-0.4234883003622932,26.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
312,312,317,0,1.8088126304931824,14.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
313,313,318,1,0.0973819168373177,164.8667,0,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
314,314,319,1,0.7670721960939603,134.5,1,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
315,315,320,0,-0.5723083624193249,7.25,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
316,316,321,0,-0.2002582072767456,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
317,317,322,1,0.0229718858088018,12.35,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
318,318,323,1,-0.5723083624193249,29.0,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
319,319,324,0,-1.3526283727068609,69.55,8,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
320,320,325,1,0.4694320719798969,135.6333,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
321,321,326,0,2.329682847692793,6.2375,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
322,322,327,1,0.4694320719798969,13.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
323,323,328,1,0.0973819168373177,20.525,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
324,324,329,1,-1.01876854859042,57.9792,0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
325,325,330,1,-0.4568487976067448,23.25,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
326,326,331,0,1.1763273667507974,28.5,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
327,327,332,0,0.6182521340369286,153.4625,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
328,328,333,0,-1.01876854859042,18.0,2,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
329,329,334,1,0.0741907905000974,133.65,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
330,330,335,0,-0.1491722153885191,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
331,331,336,0,-0.0514381452197139,66.6,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
332,332,337,1,0.8414822271224761,134.5,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
333,333,338,1,1.1391223512365396,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
334,334,339,0,1.1391223512365396,35.5,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
335,335,340,1,-2.0605089829896417,26.0,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
336,336,341,1,-0.4234883003622932,263.0,3,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
337,337,342,0,-0.1258481762482298,13.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
338,338,343,0,-0.3490782693337773,13.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
339,339,344,0,0.4694320719798969,13.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
340,340,345,1,-0.4234883003622932,13.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
341,341,346,1,0.7670721960939603,13.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
342,342,347,1,-0.1904626581920636,16.1,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
343,343,348,1,-1.9860989519611256,15.9,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
344,344,349,0,0.915892258150992,8.6625,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
345,345,350,0,-0.497898331390809,9.225,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
346,346,351,0,2.151236963281978,35.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
347,347,352,0,-1.0931785796189355,7.2292,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
348,348,353,0,-0.3490782693337773,17.8,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
349,349,354,0,-0.0274295554355551,7.225,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
350,350,355,0,-0.1258481762482298,9.5,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
351,351,356,1,-0.5723083624193249,55.0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
352,352,357,0,0.6182521340369286,13.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
353,353,358,1,-0.5351861236142255,7.8792,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
354,354,359,1,-0.5351861236142255,7.8792,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
355,355,360,0,0.7670721960939603,27.9,1,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
356,356,361,0,-0.0514381452197139,27.7208,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
357,357,362,0,1.1391223512365396,14.4542,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
358,358,363,0,0.3950220409513811,7.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
359,359,364,0,0.3022575356024978,15.5,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
360,360,365,0,0.0229718858088018,7.25,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
361,361,366,1,2.2552728166642773,75.25,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
362,362,367,1,-0.5071588503407715,7.2292,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
363,363,368,1,0.3936453374693172,7.75,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
364,364,369,1,-0.4234883003622932,69.3,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
365,365,370,1,-0.3490782693337773,55.4417,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
366,366,371,0,-0.8699484865333883,6.4958,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
367,367,372,0,-0.7955384555048725,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
368,368,373,0,-0.5723083624193249,135.6333,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
369,369,374,0,-1.9860989519611256,21.075,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
370,370,375,1,0.2552551993361519,82.1708,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
371,371,376,1,-0.5723083624193249,7.25,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
372,372,377,0,-0.2002582072767456,211.5,0,2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
373,373,378,0,-0.7211284244763566,4.0125,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
374,374,379,0,-0.7955384555048725,7.775,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
375,375,380,1,0.915892258150992,227.525,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
376,376,381,1,-2.1349190140181578,15.7417,0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
377,377,382,0,0.1717919478658335,7.925,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
378,378,383,1,0.3950220409513811,52.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
379,379,384,0,-0.1491722153885191,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
380,380,385,0,-0.8699484865333883,73.5,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
381,381,386,0,-2.1349190140181578,46.9,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
382,382,387,1,0.4694320719798969,13.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
383,383,388,0,-0.7123760922155782,7.7292,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
384,384,389,1,-0.944358517561904,12.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
385,385,390,1,0.4694320719798969,120.0,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
386,386,391,1,-0.6467183934478408,7.7958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
387,387,392,0,-0.1258481762482298,7.925,2,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
388,388,393,1,-0.497898331390809,113.275,1,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
389,389,394,1,-0.4234883003622932,16.7,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
390,390,395,0,-0.5723083624193249,7.7958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
391,391,396,0,0.0973819168373177,7.8542,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
392,392,397,0,1.2135323822650554,26.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
393,393,398,0,-0.497898331390809,10.5,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
394,394,399,1,-0.1258481762482298,12.65,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
395,395,400,1,0.6926621650654444,7.925,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
396,396,401,0,-0.2746682383052615,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
397,397,402,0,-0.6467183934478408,9.825,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
398,398,403,0,-0.1258481762482298,15.85,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
399,399,404,0,-0.7211284244763566,8.6625,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
400,400,405,0,0.3206120099228652,21.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
401,401,407,1,-1.9860989519611256,18.75,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
402,402,408,0,-0.6467183934478408,7.775,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
403,403,409,0,-1.5720644132002108,25.4667,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
404,404,410,0,-0.1491722153885191,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
405,405,411,0,-0.7715040154826618,6.8583,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
406,406,412,1,0.2462019788943494,90.0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
407,407,413,0,0.4194341928148725,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
408,408,414,1,1.0647123202080238,7.925,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
409,409,415,0,0.0634811258783985,8.05,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
410,410,416,1,0.3206120099228652,32.5,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
411,411,417,1,-0.8699484865333883,13.0,0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
412,412,418,0,0.0229718858088018,13.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
413,413,419,0,-1.465228734761515,24.15,0,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
414,414,420,0,-0.1491722153885191,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
415,415,421,0,-0.6467183934478408,7.7333,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
416,416,422,0,-0.0514381452197139,7.875,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
417,417,423,0,-0.1258481762482298,14.4,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
418,418,424,0,-0.8699484865333883,20.2125,1,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
419,419,425,0,-0.0407549092628619,7.25,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
420,420,426,1,-0.1258481762482298,26.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
421,421,427,1,-0.7955384555048725,26.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
422,422,428,0,0.3936453374693172,7.75,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
423,423,429,1,0.1717919478658335,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
424,424,430,1,-0.1258481762482298,26.55,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
425,425,431,1,-0.1904626581920636,16.1,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
426,426,432,1,0.915892258150992,26.0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
427,427,433,0,-0.944358517561904,7.125,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
428,428,434,0,1.5111725063791188,55.9,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
429,429,435,1,-1.1675886106474516,120.0,1,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
430,430,436,0,-0.6467183934478408,34.375,2,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
431,431,437,1,-0.4234883003622932,18.75,2,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
432,432,438,0,2.5529129407783406,263.0,1,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
433,433,439,0,0.0973819168373177,10.5,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
434,434,440,1,1.1391223512365396,26.25,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
435,435,441,0,-0.7211284244763566,9.5,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
436,436,442,0,-0.3490782693337773,7.775,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
437,437,443,1,-0.1258481762482298,13.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
438,438,444,1,-0.4613488905384013,8.1125,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
439,439,445,1,-1.91168892093261,81.8583,0,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
440,440,446,1,-1.2419986416759674,19.5,0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
441,441,447,1,0.3206120099228652,26.55,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
442,442,448,1,-1.8372788899040944,19.2583,2,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
443,443,449,1,1.6599925684361505,30.5,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
444,444,450,0,0.4694320719798969,27.75,1,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
445,445,451,0,-0.4090403526709235,19.9667,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
446,446,452,0,0.0229718858088018,27.75,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
447,447,453,1,1.436762475350603,89.1042,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
448,448,454,0,0.0634811258783985,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
449,449,455,1,-0.0514381452197139,7.8958,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
450,450,456,0,2.6273229718068563,26.55,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
451,451,457,1,1.0913478632593216,51.8625,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
452,452,458,1,1.5111725063791188,10.5,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
453,453,459,0,0.3936453374693172,7.75,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
454,454,460,1,1.3623524443220871,26.55,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
455,455,461,0,0.3206120099228652,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
456,456,462,0,1.2879424132935713,38.5,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
457,457,463,0,1.3623524443220871,13.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
458,458,464,0,0.0634811258783985,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
459,459,465,0,0.6182521340369286,7.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
460,460,466,0,0.4194341928148725,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
461,461,467,0,1.9576326925502137,26.55,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
462,462,468,0,-0.7123760922155782,7.725,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
463,463,469,1,-2.1535215217752866,19.2583,2,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
464,464,470,0,-0.0407549092628619,7.25,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
465,465,471,0,0.6182521340369286,8.6625,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
466,466,472,1,0.2462019788943494,27.75,1,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
467,467,473,1,-0.497898331390809,13.7917,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
468,468,474,0,-0.5723083624193249,9.8375,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
469,469,475,0,1.1459698457585683,52.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
470,470,476,0,0.3206120099228652,21.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
471,471,477,0,-0.0514381452197139,7.0458,1,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
472,472,478,0,-0.5723083624193249,7.5208,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
473,473,479,1,-2.0605089829896417,12.2875,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
474,474,480,0,-1.5396387657900308,46.9,5,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
475,475,481,0,0.4194341928148725,0.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
476,476,482,0,1.5111725063791188,8.05,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
477,477,483,1,2.478502909749825,9.5875,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
478,478,484,1,-0.3490782693337773,91.0792,1,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
479,479,485,0,-1.5720644132002108,25.4667,3,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
